settore_merceologico;insegna;tipo_via;via;civico;zd;superficie_vendita;superficie_altri_usi;superficie_tabelle_speciali;superficie_totale;codice_via;accesso;isolato;ingresso;settore_prevalente
NON ALIMENTARE;NON SPECIFICATA;VIA;F.LLI BOZZI;3;7;110;0;0;110;6311;ACCESSO ESTERNO;036;NON SPECIFICATO;ACCESSORI E RICAMBI AUTO MOTO
NON ALIMENTARE;NON SPECIFICATA;VIA;F.LLI BRONZETTI;23;4;116;0;0;116;3089;NON SPECIFICATO;029;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;NON SPECIFICATA;VIA;F.LLI BRONZETTI;26;4;34;40;0;74;3089;ACCESSO ESTERNO;028;NON SPECIFICATO;ANTICHITA E OGGETTI D ARTE AN
NON ALIMENTARE;NON SPECIFICATA;VIA;F.LLI BRONZETTI;38;4;18;13;0;31;3089;ACCESSO ESTERNO;039;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;NON SPECIFICATA;VIA;F.LLI BRONZETTI;38;4;38;14;0;52;3089;ACCESSO ESTERNO;039;NON SPECIFICATO;CASALINGHI
NON ALIMENTARE;NON SPECIFICATA;VIA;F.LLI BRONZETTI;6;4;15;10;0;25;3089;ACCESSO ESTERNO;006;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;NON SPECIFICATA;VIA;F.LLI BRONZETTI;6;4;72;8;0;80;3089;ACCESSO ESTERNO;006;NON SPECIFICATO;LAMPADARI
NON ALIMENTARE;NON SPECIFICATA;VIA;F.LLI BRONZETTI;8;4;45;5;0;50;3089;ACCESSO ESTERNO;006;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;NON SPECIFICATA;VIA;F.LLI BRONZETTI;8;4;45;0;0;45;3089;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;PROFUMERIA
NON ALIMENTARE;NON SPECIFICATA;VIA;F.LLI BRONZETTI;9;4;45;20;0;65;3089;ACCESSO ESTERNO;021;NON SPECIFICATO;MATERIALI DA COSTRUZIONE
NON ALIMENTARE;NON SPECIFICATA;VIA;F.LLI BRONZETTI;9;4;83;60;0;143;3089;ACCESSO ESTERNO;021;NON SPECIFICATO;TURACCIOLI
NON ALIMENTARE;NON SPECIFICATA;VIA;F.LLI CAMPI;2;1;0;0;0;0;3060;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;PRODOTTI PER IGIENE PERSONA CASA
NON ALIMENTARE;NON SPECIFICATA;VIA;F.LLI FRASCHINI;2;5;1;95;0;96;4355;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;BIGIOTTERIA E CHINCAGLIERIA
NON ALIMENTARE;NON SPECIFICATA;VIA;F.LLI FRASCHINI;6;5;13;0;0;13;4355;ACCESSO ESTERNO;NON SPECIFICATO;NON SPECIFICATO;CALZE E GUANTI
NON ALIMENTARE;NON SPECIFICATA;VIA;F.LLI FRASCHINI;8;5;76;0;0;76;4355;ACCESSO ESTERNO;NON SPECIFICATO;NON SPECIFICATO;PICCOLO ZOO
NON ALIMENTARE;NON SPECIFICATA;VIA;F.LLI FRASCHINI;S.N.C.;5;32;60;0;92;4355;ACCESSO ESTERNO;NON SPECIFICATO;NON SPECIFICATO;APPARECCHIATURE ELETTRONICHE
NON ALIMENTARE;NON SPECIFICATA;VIA;F.LLI GABBA;1;1;245;0;0;245;146;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;NON SPECIFICATA;VIA;F.LLI INDUNO;15;8;20;0;0;20;7217;NON SPECIFICATO;032;NON SPECIFICATO;APPARECCHIATURE ELETTRONICHE
NON ALIMENTARE;NON SPECIFICATA;VIA;F.LLI INDUNO;19;8;35;0;0;35;7217;NON SPECIFICATO;032;NON SPECIFICATO;ABBIGLIAMENTO
ALIMENTARE;NON SPECIFICATA;VIA;F.LLI INDUNO;28;6;17;0;0;17;7217;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;ALIMENTARI
NON ALIMENTARE;NON SPECIFICATA;VIA;F.LLI LUMIERE;2;2;48;0;0;48;2308;NON SPECIFICATO;328;NON SPECIFICATO;EDICOLA
NON ALIMENTARE;NON SPECIFICATA;VIA;F.LLI MORELLI;34;7;54;0;0;54;6734;ACCESSO ESTERNO;023;NON SPECIFICATO;MOTOCICLI
NON ALIMENTARE;NON SPECIFICATA;VIA;F.LLI RIZZARDI;10;8;40;0;0;40;6736;ACCESSO INTERNO;042;NON SPECIFICATO;ANTICHITA E OGGETTI D ARTE AN
NON ALIMENTARE;NON SPECIFICATA;VIA;F.LLI RIZZARDI;3;8;12;0;0;12;6736;ACCESSO ESTERNO;036;NON SPECIFICATO;RADIO TV ELETTRODOMESTICI APPARECCHIATURE RADIO
NON ALIMENTARE;NON SPECIFICATA;VIA;F.LLI RUFFINI;11;1;32;31;0;63;6163;ACCESSO ESTERNO;145;NON SPECIFICATO;ARTICOLI PER LA MAMMA E IL BAMBINO ARTICOLI
NON ALIMENTARE;NON SPECIFICATA;VIA;F.LLI RUFFINI;11;1;87;25;0;112;6163;ACCESSO ESTERNO;145;NON SPECIFICATO;TAPPETI
NON ALIMENTARE;NON SPECIFICATA;VIA;F.LLI RUFFINI;1;1;50;40;0;90;6163;ACCESSO ESTERNO;145;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;NON SPECIFICATA;VIA;F.LLI RUFFINI;9;1;44;50;0;94;6163;ACCESSO ESTERNO;145;NON SPECIFICATO;GIOCATTOLI E MODELLO
NON ALIMENTARE;NON SPECIFICATA;VIA;F.LLI RUFFINI;9;1;20;0;0;20;6163;NON SPECIFICATO;145;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;NON SPECIFICATA;VIA;F.LLI ZANZOTTERA;12;7;25;0;0;25;6733;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;NON SPECIFICATA;VIA;F.LLI ZOIA;220;7;10;20;0;30;6306;NON SPECIFICATO;168;NON SPECIFICATO;CALZATURE
NON ALIMENTARE;NON SPECIFICATA;VIA;F.LLI ZOIA;43;7;60;0;0;60;6306;ACCESSO INTERNO;042;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;NON SPECIFICATA;VIA;F.LLI ZOIA;43;7;50;0;0;50;6306;NON SPECIFICATO;042;NON SPECIFICATO;ARREDAMENTO
NON ALIMENTARE;NON SPECIFICATA;VIA;F.LLI ZOIA;62;7;30;9;0;39;6306;ACCESSO ESTERNO;039;NON SPECIFICATO;FIORI E PIANTE
NON ALIMENTARE;NON SPECIFICATA;VIA;F.LLI ZOIA;72;7;134;0;0;134;6306;ACCESSO ESTERNO;039;NON SPECIFICATO;AUTO MOTO CICLI
NON ALIMENTARE;NON SPECIFICATA;VIA;F.LLI ZOIA;75;7;35;145;0;180;6306;ACCESSO ESTERNO;042;NON SPECIFICATO;FERRAMENTA E EDILIZIA
NON ALIMENTARE;NON SPECIFICATA;VIA;F.LLI ZOIA;95;7;50;50;0;100;6306;ACCESSO ESTERNO;063;NON SPECIFICATO;OTTICA
NON ALIMENTARE;NON SPECIFICATA;VIA;SAN ROMANELLO;73;7;40;0;0;40;6481;ACCESSO ESTERNO;061;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;NON SPECIFICATA;VIA;DELLE FORZE ARMATE;32;7;43;0;0;43;6643;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;ACCESSORI E RICAMBI AUTO MOTO
ALIMENTARE;NON SPECIFICATA;VIA;FLUMENDOSA;34;2;20;0;0;20;2522;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;ALIMENTARI
NON ALIMENTARE;NON SPECIFICATA;VIA;FLUMENDOSA;35;2;111;0;0;111;2522;ACCESSO ESTERNO;241;NON SPECIFICATO;AUTOVEICOLI
NON ALIMENTARE;NON SPECIFICATA;VIA;FOGAZZARO ANTONIO;11;4;52;24;0;76;3187;ACCESSO ESTERNO;069;NON SPECIFICATO;ARREDAMENTO
NON ALIMENTARE;NON SPECIFICATA;VIA;FOGAZZARO ANTONIO;11;4;60;0;0;60;3187;ACCESSO ESTERNO;069;NON SPECIFICATO;ARREDAMENTO
NON ALIMENTARE;NON SPECIFICATA;VIA;FOGAZZARO ANTONIO;11;4;90;0;0;90;3187;NON SPECIFICATO;069;NON SPECIFICATO;ANTICHITA E OGGETTI D ARTE AN
NON ALIMENTARE;NON SPECIFICATA;VIA;FOGAZZARO ANTONIO;28;4;118;0;0;118;3187;ACCESSO INTERNO;097;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;NON SPECIFICATA;VIA;FOGAZZARO ANTONIO;9;4;50;0;0;50;3187;ACCESSO ESTERNO;069;NON SPECIFICATO;OTTICA
NON ALIMENTARE;NON SPECIFICATA;VIA;FOLLI EGIDIO;43;3;69;0;0;69;2676;ACCESSO ESTERNO;101;NON SPECIFICATO;MOTOCICLI
NON ALIMENTARE;NON SPECIFICATA;VIA;FONSECA PIMENTEL ELEONORA;18;2;50;0;0;50;2325;ACCESSO ESTERNO;271;NON SPECIFICATO;PROFUMERIA
NON ALIMENTARE;NON SPECIFICATA;VIA;FONTANA;11;1;68;0;0;68;3058;ACCESSO ESTERNO;033;NON SPECIFICATO;GALLERIA D ARTE
NON ALIMENTARE;NON SPECIFICATA;VIA;FONTANA;15;1;34;0;0;34;3058;ACCESSO INTERNO;447;NON SPECIFICATO;GIOIELLERIA E OROLOGERIA
NON ALIMENTARE;NON SPECIFICATA;VIA;FONTANA;19;1;93;0;0;93;3058;ACCESSO ESTERNO;033;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;NON SPECIFICATA;VIA;FONTANA;1;1;205;0;0;205;3058;ACCESSO ESTERNO;033;NON SPECIFICATO;TELEFONI
NON ALIMENTARE;NON SPECIFICATA;VIA;FONTANA;25;1;120;0;0;120;3058;ACCESSO ESTERNO;033;NON SPECIFICATO;AUTOVEICOLI
NON ALIMENTARE;NON SPECIFICATA;VIA;FONTANA;3;1;64;0;0;64;3058;ACCESSO ESTERNO;033;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;NON SPECIFICATA;VIA;FONTANA;5;1;25;0;0;25;3058;ACCESSO ESTERNO;033;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;NON SPECIFICATA;VIA;FONTANA;5;1;25;0;0;25;3058;ACCESSO ESTERNO;033;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;NON SPECIFICATA;VIA;FONTANA;5;1;75;0;0;75;3058;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;PRODOTTI PER IGIENE PERSONA CASA
NON ALIMENTARE;NON SPECIFICATA;VIA;FONTANA;6;1;33;0;0;33;3058;ACCESSO ESTERNO;034;NON SPECIFICATO;FILATELIA E NUMISMATICA
NON ALIMENTARE;NON SPECIFICATA;VIA;FONTANA;6;1;170;80;0;250;3058;ACCESSO ESTERNO;034;NON SPECIFICATO;ARREDAMENTO
NON ALIMENTARE;NON SPECIFICATA;VIA;FONTANELLI ACHILLE;10;9;35;5;0;40;1641;ACCESSO ESTERNO;057;NON SPECIFICATO;OTTICA
NON ALIMENTARE;NON SPECIFICATA;VIA;FONTANELLI ACHILLE;10;9;30;20;0;50;1641;ACCESSO ESTERNO;057;NON SPECIFICATO;FIORI E PIANTE
NON ALIMENTARE;NON SPECIFICATA;VIA;FONTANELLI ACHILLE;2;9;30;19;0;49;1641;ACCESSO ESTERNO;057;NON SPECIFICATO;GIOIELLERIA E OROLOGERIA
NON ALIMENTARE;NON SPECIFICATA;VIA;FONTANELLI ACHILLE;2;9;25;0;0;25;1641;NON SPECIFICATO;057;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;NON SPECIFICATA;VIA;FONTANELLI ACHILLE;2;9;35;0;0;35;1641;NON SPECIFICATO;057;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;NON SPECIFICATA;VIA;FONTANELLI ACHILLE;2;9;35;7;0;42;1641;NON SPECIFICATO;057;NON SPECIFICATO;VALIGERIA PELLETTERIA
NON ALIMENTARE;NON SPECIFICATA;VIA;FONTANELLI ACHILLE;2;9;23;0;0;23;1641;NON SPECIFICATO;057;NON SPECIFICATO;VIDEOCASSETTE
NON ALIMENTARE;NON SPECIFICATA;VIA;FOPPA VINCENZO;14;7;25;7;0;32;6109;ACCESSO ESTERNO;299;NON SPECIFICATO;ANTICHITA E OGGETTI D ARTE AN
NON ALIMENTARE;NON SPECIFICATA;VIA;FOPPA VINCENZO;16;7;58;0;0;58;6109;NON SPECIFICATO;299;NON SPECIFICATO;QUADRI E CORNICI
NON ALIMENTARE;NON SPECIFICATA;VIA;FOPPA VINCENZO;21;6;30;0;0;30;6109;NON SPECIFICATO;008;NON SPECIFICATO;ARREDAMENTO
NON ALIMENTARE;NON SPECIFICATA;VIA;FOPPA VINCENZO;25;6;45;0;0;45;6109;ACCESSO ESTERNO;008;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;NON SPECIFICATA;VIA;FOPPA VINCENZO;25;6;20;0;0;20;6109;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;BIGIOTTERIA E CHINCAGLIERIA
NON ALIMENTARE;NON SPECIFICATA;VIA;FOPPA VINCENZO;37;6;155;470;0;625;6109;ACCESSO ESTERNO;006;NON SPECIFICATO;AUTOVEICOLI
NON ALIMENTARE;NON SPECIFICATA;VIA;FOPPA VINCENZO;37;6;20;0;0;20;6109;ACCESSO ESTERNO;006;NON SPECIFICATO;CUOIO E PELLAMI
NON ALIMENTARE;NON SPECIFICATA;VIA;FOPPA VINCENZO;37;6;40;5;0;45;6109;ACCESSO ESTERNO;006;NON SPECIFICATO;PROFUMERIA
NON ALIMENTARE;NON SPECIFICATA;VIA;FOPPA VINCENZO;37;6;43;2;0;45;6109;NON SPECIFICATO;006;NON SPECIFICATO;FERRAMENTA E EDILIZIA
NON ALIMENTARE;NON SPECIFICATA;VIA;FOPPA VINCENZO;40;7;35;0;0;35;6109;NON SPECIFICATO;293;NON SPECIFICATO;TELEFONI
NON ALIMENTARE;NON SPECIFICATA;VIA;FOPPA VINCENZO;40;7;12;2;0;14;6109;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;NON SPECIFICATA;VIA;FOPPA VINCENZO;41;6;24;26;0;50;6109;ACCESSO ESTERNO;006;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;NON SPECIFICATA;VIA;FOPPA VINCENZO;42;7;15;0;0;15;6109;ACCESSO ESTERNO;293;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;NON SPECIFICATA;VIA;FOPPA VINCENZO;42;7;40;0;0;40;6109;NON SPECIFICATO;293;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;NON SPECIFICATA;VIA;FOPPA VINCENZO;44;6;30;0;0;30;6109;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;NON SPECIFICATA;VIA;FOPPA VINCENZO;52;6;35;0;0;35;6109;ACCESSO ESTERNO;306;NON SPECIFICATO;ARREDAMENTO
NON ALIMENTARE;NON SPECIFICATA;VIA;FOPPA VINCENZO;52;6;33;0;0;33;6109;NON SPECIFICATO;306;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;NON SPECIFICATA;VIA;FOPPA VINCENZO;55;6;4;5;0;9;6109;ACCESSO ESTERNO;004;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;NON SPECIFICATA;VIA;FOPPA VINCENZO;58;6;24;0;0;24;6109;NON SPECIFICATO;310;NON SPECIFICATO;BIGIOTTERIA E CHINCAGLIERIA
NON ALIMENTARE;NON SPECIFICATA;VIA;FOPPA VINCENZO;5;6;25;5;0;30;6109;NON SPECIFICATO;010;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;NON SPECIFICATA;VIA;FOPPA VINCENZO;8;7;45;0;0;45;6109;ACCESSO ESTERNO;300;NON SPECIFICATO;MOTOCICLI
NON ALIMENTARE;NON SPECIFICATA;VIA;FOPPA VINCENZO;8;7;20;0;0;20;6109;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;NON SPECIFICATA;VIA;FORCELLA VINCENZO;S.N.C.;6;151;0;0;151;5127;ACCESSO ESTERNO;NON SPECIFICATO;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;NON SPECIFICATA;VIA;FORLANINI CARLO;19;3;105;0;0;105;3171;ACCESSO ESTERNO;162;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;NON SPECIFICATA;VIA;FORLANINI CARLO;19;3;35;23;0;58;3171;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;NON SPECIFICATA;VIA;FORMENTINI MARCO;14;1;140;0;0;140;133;NON SPECIFICATO;303;NON SPECIFICATO;ARREDAMENTO
NON ALIMENTARE;NON SPECIFICATA;VIA;FORMENTINI MARCO;14;1;62;0;0;62;133;ACCESSO ESTERNO;210;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;NON SPECIFICATA;VIA;FORMENTINI MARCO;14;1;150;0;0;150;133;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;ARREDAMENTO
NON ALIMENTARE;NON SPECIFICATA;VIA;FORMENTINI MARCO;1;1;156;0;0;156;133;ACCESSO ESTERNO;301;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;NON SPECIFICATA;VIA;FORMENTINI MARCO;1;1;160;0;0;160;133;ACCESSO INTERNO;301;NON SPECIFICATO;ARREDAMENTO
NON ALIMENTARE;NON SPECIFICATA;VIA;FORMENTINI MARCO;2;1;37;0;0;37;133;ACCESSO ESTERNO;303;NON SPECIFICATO;ANTICHITA E OGGETTI D ARTE AN
NON ALIMENTARE;NON SPECIFICATA;VIA;FORMENTINI MARCO;4;1;66;0;0;66;133;NON SPECIFICATO;303;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;NON SPECIFICATA;VIA;FORMENTINI MARCO;5;1;23;0;0;23;133;ACCESSO ESTERNO;302;NON SPECIFICATO;FIORI E PIANTE
NON ALIMENTARE;NON SPECIFICATA;VIA;FORMENTINI MARCO;6;1;100;100;0;200;133;ACCESSO ESTERNO;303;NON SPECIFICATO;COSE USATE SENZA PREGIO RIGAT
NON ALIMENTARE;NON SPECIFICATA;VIA;FORMENTINI MARCO;7;1;30;8;0;38;133;NON SPECIFICATO;302;NON SPECIFICATO;ANTICHITA E OGGETTI D ARTE AN
NON ALIMENTARE;NON SPECIFICATA;VIA;FORMENTINI MARCO;7;1;50;0;0;50;133;NON SPECIFICATO;302;NON SPECIFICATO;COSE USATE SENZA PREGIO RIGAT
NON ALIMENTARE;NON SPECIFICATA;VIA;FORMENTINI MARCO;9;1;30;0;0;30;133;ACCESSO ESTERNO;302;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;NON SPECIFICATA;VIA;FORMENTINI MARCO;S.N.C.;1;45;5;0;50;133;ACCESSO INTERNO;259;NON SPECIFICATO;GIOIELLERIA E OROLOGERIA
NON ALIMENTARE;NON SPECIFICATA;VIA;FORNARI PASQUALE;4;7;20;10;0;30;6592;ACCESSO ESTERNO;019;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;NON SPECIFICATA;VIA;FORNARI PASQUALE;50;7;20;15;0;35;6592;ACCESSO ESTERNO;020;NON SPECIFICATO;PROGRAMMAZIONE E SISTEMI INFORMATICI COMPUTER
NON ALIMENTARE;NON SPECIFICATA;VIA;FORNARI PASQUALE;8;7;43;0;0;43;6592;ACCESSO INTERNO;019;NON SPECIFICATO;ACCESSORI E RICAMBI AUTO MOTO
NON ALIMENTARE;NON SPECIFICATA;VIA;FORTEZZA;13;2;75;0;0;75;2449;ACCESSO ESTERNO;026;NON SPECIFICATO;FERRAMENTA E EDILIZIA
NON ALIMENTARE;NON SPECIFICATA;VIA;FORTIGUERRA NICOLO';12;9;20;0;0;20;1439;ACCESSO ESTERNO;158;NON SPECIFICATO;OGGETTISTICA
ALIMENTARE;NON SPECIFICATA;VIA;FOSCOLO UGO;1;1;2;0;0;2;205;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;ALIMENTARI
NON ALIMENTARE;NON SPECIFICATA;VIA;FOSCOLO UGO;5;1;217;25;0;242;205;ACCESSO ESTERNO;415;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;NON SPECIFICATA;VIA;FOSCOLO UGO;5;1;25;55;0;80;205;ACCESSO ESTERNO;415;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;NON SPECIFICATA;VIA;FOSCOLO UGO;8;1;131;0;0;131;205;ACCESSO ESTERNO;415;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;NON SPECIFICATA;VIA;FOSCOLO UGO;8;1;140;20;0;160;205;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;NON SPECIFICATA;VIA;FOSCOLO UGO;8;1;200;0;0;200;205;ACCESSO ESTERNO;415;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;NON SPECIFICATA;VIA;FRA' CRISTOFORO;1;5;25;0;0;25;5413;ACCESSO ESTERNO;085;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;NON SPECIFICATA;VIA;FRA' CRISTOFORO;1;5;40;0;0;40;5413;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;NON SPECIFICATA;VIA;FRAPOLLI LUIGI;27;4;20;0;0;20;3288;NON SPECIFICATO;216;NON SPECIFICATO;LIBRERIA
NON ALIMENTARE;NON SPECIFICATA;VIA;FRAPOLLI LUIGI;31;4;40;0;0;40;3288;ACCESSO ESTERNO;217;NON SPECIFICATO;RADIO TV ELETTRODOMESTICI APPARECCHIATURE RADIO
NON ALIMENTARE;NON SPECIFICATA;VIA;FRASSINETTI ROMEO;25;7;250;0;0;250;6563;ACCESSO INTERNO;290;NON SPECIFICATO;CASALINGHI
NON ALIMENTARE;NON SPECIFICATA;VIA;FRASSINETTI ROMEO;28;7;13;0;0;13;6563;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;BIGIOTTERIA E CHINCAGLIERIA
NON ALIMENTARE;NON SPECIFICATA;VIA;FREGUGLIA CARLO;2;1;40;40;0;80;3014;ACCESSO ESTERNO;200;NON SPECIFICATO;LIBRERIA
NON ALIMENTARE;NON SPECIFICATA;VIA;FREGUGLIA CARLO;2;1;100;100;0;200;3014;ACCESSO ESTERNO;200;NON SPECIFICATO;LIBRERIA
NON ALIMENTARE;NON SPECIFICATA;VIA;FREGUGLIA CARLO;4;1;60;90;0;150;3014;NON SPECIFICATO;200;NON SPECIFICATO;LIBRERIA
NON ALIMENTARE;NON SPECIFICATA;VIA;FREIKOFEL;15;4;110;0;0;110;4367;ACCESSO ESTERNO;085;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;NON SPECIFICATA;VIA;FREIKOFEL;16;4;32;0;0;32;4367;NON SPECIFICATO;087;NON SPECIFICATO;RADIO TV ELETTRODOMESTICI APPARECCHIATURE RADIO
NON ALIMENTARE;NON SPECIFICATA;VIA;FRIGIA;25;2;60;0;0;60;2439;ACCESSO ESTERNO;035;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;NON SPECIFICATA;VIA;FRISI PAOLO;10;3;40;0;0;40;2190;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;BICICLETTE E ARTICOLI SPORTIVI
NON ALIMENTARE;NON SPECIFICATA;VIA;FRISI PAOLO;1;3;22;20;0;42;2190;ACCESSO ESTERNO;142;NON SPECIFICATO;CUOIO E PELLAMI
NON ALIMENTARE;NON SPECIFICATA;VIA;FRISI PAOLO;6;3;90;15;0;105;2190;NON SPECIFICATO;144;NON SPECIFICATO;ANTICHITA E OGGETTI D ARTE AN
NON ALIMENTARE;NON SPECIFICATA;VIA;FRISI PAOLO;8;3;37;0;0;37;2190;ACCESSO ESTERNO;144;NON SPECIFICATO;PRODOTTI PER IGIENE PERSONA CASA
NON ALIMENTARE;NON SPECIFICATA;VIA;FRIULI;15;4;200;0;0;200;3199;ACCESSO ESTERNO;173;NON SPECIFICATO;ARREDAMENTO
NON ALIMENTARE;NON SPECIFICATA;VIA;FRIULI;15;4;30;0;0;30;3199;ACCESSO ESTERNO;173;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;NON SPECIFICATA;VIA;FRIULI;1;4;40;0;0;40;3199;ACCESSO INTERNO;176;NON SPECIFICATO;APPARECCHIATURE ELETTRONICHE
NON ALIMENTARE;NON SPECIFICATA;VIA;FRIULI;34;4;22;24;0;46;3199;NON SPECIFICATO;142;NON SPECIFICATO;ANTICHITA E OGGETTI D ARTE AN
NON ALIMENTARE;NON SPECIFICATA;VIA;FRIULI;51;4;26;16;0;42;3199;ACCESSO ESTERNO;098;NON SPECIFICATO;EDICOLA
NON ALIMENTARE;NON SPECIFICATA;VIA;FRIULI;51;4;28;28;0;56;3199;NON SPECIFICATO;098;NON SPECIFICATO;OTTICA
NON ALIMENTARE;NON SPECIFICATA;VIA;FRIULI;61;4;60;0;0;60;3199;ACCESSO ESTERNO;073;NON SPECIFICATO;QUADRI E CORNICI
NON ALIMENTARE;NON SPECIFICATA;VIA;FRIULI;61;4;50;0;0;50;3199;NON SPECIFICATO;073;NON SPECIFICATO;BICICLETTE
NON ALIMENTARE;NON SPECIFICATA;VIA;FRIULI;61;4;120;0;0;120;3199;NON SPECIFICATO;073;NON SPECIFICATO;SOPRAMMOB IN MATERIALE VARIO
NON ALIMENTARE;NON SPECIFICATA;VIA;FRIULI;63;4;75;325;0;400;3199;ACCESSO ESTERNO;073;NON SPECIFICATO;ACCESSORI E RICAMBI AUTO MOTO
NON ALIMENTARE;NON SPECIFICATA;VIA;FRIULI;70;4;48;25;0;73;3199;ACCESSO ESTERNO;074;NON SPECIFICATO;FERRAMENTA E EDILIZIA
NON ALIMENTARE;NON SPECIFICATA;VIA;FRIULI;72;4;68;173;0;241;3199;NON SPECIFICATO;074;NON SPECIFICATO;OTTICA
NON ALIMENTARE;NON SPECIFICATA;VIA;FRIULI;78;4;37;0;0;37;3199;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;NON SPECIFICATA;VIA;FRIULI;88;4;17;0;0;17;3199;ACCESSO ESTERNO;061;NON SPECIFICATO;PROFUMERIA
NON ALIMENTARE;NON SPECIFICATA;VIA;FRIULI;88;4;30;0;0;30;3199;NON SPECIFICATO;061;NON SPECIFICATO;VIDEOCASSETTE
NON ALIMENTARE;NON SPECIFICATA;VIA;FRIULI;S.N.C.;4;230;0;0;230;3199;ACCESSO ESTERNO;142;NON SPECIFICATO;MOTOCICLI
NON ALIMENTARE;NON SPECIFICATA;VIA;FRUA GIUSEPPE;11;7;90;0;0;90;6335;ACCESSO ESTERNO;220;NON SPECIFICATO;LIBRERIA
NON ALIMENTARE;NON SPECIFICATA;VIA;FUCINI RENATO;20;3;22;0;0;22;2199;ACCESSO ESTERNO;110;NON SPECIFICATO;FERRAMENTA E EDILIZIA
NON ALIMENTARE;NON SPECIFICATA;VIA;FUCINI RENATO;20;3;32;0;0;32;2199;ACCESSO ESTERNO;110;NON SPECIFICATO;ARREDAMENTO
